waypoint1	waypoint2	distance_m	duration_s
Death Valley Rd East California	Mt Baldy California	458168	92823
Grand Mesa South Colorado	Mt Evans Colorado	386426	88652
Pikes Peak Colorado	White Mountain California	1769893	354180
Mt Graham Arizona	Guanella Pass Colorado	1257187	243036
Mineral King Rd California	Death Valley Rd East California	281151	94875
Hwy 143 Utah	Hwy 21-Whittaker Forest California	1039756	208754
Hwy 14 Alt Route Wyoming	Nine Mile Rd California	1754806	327971
Guardsman Pass Utah	Clingman's Dome Tennessee	3167495	609551
Hwy 157-158 Nevada	Hwy 21-245-180-198 California	711372	137122
Shirley Meadows California	Breckenridge Rd East California	32115	9263
East Portal Colorado	Daylight Pass Rd California	1262896	248555
Powder Mountain Utah	Hwy 330 California	1226042	237075
Mt Baldy California	Mt Auscutney Vermont	4984604	933861
Hwy 82 New Mexico	Balch Park Rd California	1711032	313718
East Portal Colorado	Beasore Rd California	1697838	336188
Mosquito Ridge Rd East California	Horseshoe Meadows Rd California	531124	119729
Mt Equinox Vermont	Dantes View California	4761264	890157
Clingman's Dome Tennessee	Palomar Mt California	3769770	701802
Monitor Pass East California	South Lake California	205649	44571
Hwy 14 Alt Route Wyoming	White Mountain California	1591730	301592
Kolob Terrace Rd Utah	Nine Mile Rd California	663690	135395
Hwy 153 Utah	Hwy 21-Whittaker Forest California	1100621	219577
Sonora Pass West California	Slumgullion Pass West Colorado	1507123	309278
N4/Table Mt California	Big Cottonwood Canyon Utah	1089739	208257
Hurricane Ridge Washington	Mt Ashland Oregon	904379	187676
Hwy 190 California	Little Cottonwood Canyon Utah	1342725	258887
Sonora Pass West California	Refugio Rd California	667418	137104
Mt Rose California	Mt Evans Colorado	1575195	316107
Slumgullion Pass West Colorado	White Mountain California	1409492	288684
Beasore Rd California	Daylight Pass Rd California	444842	103559
Emigrant Pass East California	Mission Ridge Washington	1531938	290186
Mt Equinox Vermont	Mix Canyon Fairfield California	5055776	958842
Death Valley Rd East California	Lone Pine-Table Mountain California	403646	78366
Death Valley Rd East California	Big Cottonwood Canyon Utah	812686	153295
Hwy 153 Utah	Mt Rose California	808138	152596
N4/Table Mt California	Little Cottonwood Canyon Utah	1086796	207619
Slumgullion Pass West Colorado	Elkhorn Summit Oregon	1603303	317916
Monitor Pass East California	Mission Ridge Washington	1245457	249188
Hwy 14 Alt Route Wyoming	Hwy 153 Utah	1053930	205605
Gibraltar Road Santa Barbara California	Mt Auscutney Vermont	5138192	963749
Hwy 168 California	Palomar Mt California	628381	128131
Hwy 157-158 Nevada	Mt Lemmon Arizona	777574	139730
Hwy 31 West Utah	Whiteface Mt New York	4053325	764259
Hwy 143 Utah	Gibraltar Road Santa Barbara California	939237	179425
Powder Mountain Utah	South Lake California	952381	177284
Little Cottonwood Canyon Utah	Death Valley Rd East California	809742	152658
Horseshoe Meadows Rd California	Tollhouse Rd California	252278	86247
Wolf Creek Pass Colorado	Tollhouse Rd California	1690815	333129
Hwy 153 Utah	Pine Creek Rd California	695526	130263
Townes Pass East California	Pine Creek Rd California	228878	53300
Hwy 82 New Mexico	Hwy 157-158 Nevada	1104736	213004
Townes Pass West California	Mt Equinox Vermont	4844385	912263
Hwy 14 Alt Route Wyoming	Rock Creek California	1584714	300122
Wheeler Peak Nevada	Nine Mile Rd California	669492	129032
Kolob Terrace Rd Utah	Daylight Pass Rd California	523090	109564
Hwy 18-Waterman Canyon California	Magnolia Dr Colorado	1838703	367260
Mt Graham Arizona	Nine Mile Rd California	1132270	204277
Hwy 21-245-180-198 California	Townes Pass East California	415060	94105
Pikes Peak Colorado	Palomar Mt California	1697345	325260
Glacier Lodge Rd California	Hwy 180 West California	186010	71718
Mt Lemmon Arizona	Etna Summit West California	1886380	350409
Trail Ridge Rd Colorado	Mt Graham Arizona	1422191	276289
Gibraltar Road Santa Barbara California	Etna Summit West California	1121532	240115
Hwy 198 California	Mt Equinox Vermont	5140611	966320
Wolf Creek Pass Colorado	Horseshoe Meadows Rd California	1429608	278491
Independence Pass Colorado	Mt Lemmon Arizona	1248924	264035
Hwy 143 Utah	Grand Mesa North Colorado	590729	122340
Grand Mesa South Colorado	Horseshoe Meadows Rd California	1285395	262860
Emigrant Pass East California	Mt Baldy California	356551	74457
Glacier Lodge Rd California	Big Cottonwood Canyon Utah	903374	167776
Dantes View California	Pine Creek Rd California	247043	49817
Sherman Pass West California	Wildrose California	215718	42774
Shirley Meadows California	Townes Pass West California	213780	42435
Lake Sabrina California	Hwy 180 West California	214481	76458
Hurricane Ridge Washington	Etna Summit West California	1034034	224403
Magnolia Dr Colorado	Mt Equinox Vermont	3261429	616725
Monitor Pass East California	Nine Mile Rd California	390504	78562
Mission Ridge Washington	Hwy 180 West California	1646547	320998
Left Hand Canyon Colorado	Hwy 39-Crystal Lake Rd California	1917334	382648
Hwy 156-158 Nevada	Hwy 31 West Utah	691267	137261
Pikes Peak Colorado	Magnolia Dr Colorado	196945	40634
South Lake California	Elkhorn Summit Oregon	1037631	194415
Hwy 39-Crystal Lake Rd California	Independence Pass Colorado	1539094	313196
Refugio Rd California	Kolob Terrace Rd Utah	920039	177746
Sandia Crest Hwy New Mexico	Mt Auscutney Vermont	3722019	697930
Bear Creek Road California	Trail Ridge Rd Colorado	2019251	407870
Townes Pass East California	White Mountain California	181937	38639
Powder Mountain Utah	Magnolia Dr Colorado	904459	172485
Independence Pass Colorado	Hwy 21-Whittaker Forest California	1750842	356474
Mt Washington Auto Rd New Hampshire	Mt Evans Colorado	3597940	684288
Cottonwood Pass Colorado	Nine Mile Rd California	1592925	313266
Powder Mountain Utah	Mt Harrision Idaho	229447	44680
Little Cottonwood Canyon Utah	Hwy 180 West California	1092824	240153
Portuguese Pass California	Hwy 31 West Utah	1121694	232326
Guardsman Pass Utah	Mt Spokane Washington	1345615	255913
Hwy 21-245-180-198 California	Gibraltar Road Santa Barbara California	384866	80153
Mix Canyon Fairfield California	Big Cottonwood Canyon Utah	1172908	229162
Hwy 21-245-180-198 California	Independence Pass Colorado	1750969	356500
Hwy 14 West Wyoming	Hwy 180 West California	1878583	377091
Beasore Rd California	Empire Pass Utah	1095403	224741
Monitor Pass East California	Big Cottonwood Canyon Utah	899373	171165
Shirley Meadows California	Etna Summit West California	1002289	216102
Monitor Pass East California	Hwy 38-Valley of Falls California	646382	122298
Mt Shasta California	Magnolia Dr Colorado	2005742	383404
Mt Equinox Vermont	Hwy 31 West Utah	4051651	766390
Gibraltar Road Santa Barbara California	Big Cottonwood Canyon Utah	1290882	243993
East Portal Colorado	Clingman's Dome Tennessee	2656420	510981
Mosquito Ridge Rd East California	Palomar Mt California	993932	205463
Hurricane Ridge Washington	Hwy 156-Lee Canyon Nevada	1924805	360824
Trail Ridge Rd Colorado	Whitney Portal California	1586676	321498
Hwy 198 California	Hwy 143 Utah	1044365	210256
Hwy 190 California	Hwy 39-Dawson's Saddle California	423516	87833
Mt Shasta California	Lone Pine-Table Mountain California	1048763	203079
South Lake California	Mt Harrision Idaho	899434	164173
Empire Pass Utah	Guanella Pass Colorado	664974	142948
Sherman Pass West California	Refugio Rd California	410383	80620
Sherman Pass West California	Hwy 18 North California	294386	57544
Little Cottonwood Canyon Utah	Empire Pass Utah	93838	20782
Mt Shasta California	Rock Creek California	655340	132023
Townes Pass West California	Guanella Pass Colorado	1480316	306411
Hwy 18-Waterman Canyon California	Nate Harrison Grade California	124173	25004
Horseshoe Meadows Rd California	Lone Pine-Table Mountain California	275648	50683
Wolf Creek Pass Colorado	Hwy 39-Crystal Lake Rd California	1406054	276567
Emigrant Pass East California	Kolob Terrace Rd Utah	522562	104909
South Lake California	Mt Rose California	306603	64380
N4/Table Mt California	Hwy 21-Whittaker Forest California	369385	75627
Sherman Pass West California	Townes Pass East California	280364	58553
Wheeler Peak Nevada	Monitor Pass East California	659723	126588
Pikes Peak Colorado	Mix Canyon Fairfield California	2014645	407009
Monitor Pass East California	Gibraltar Road Santa Barbara California	724645	142971
Hwy 39-Crystal Lake Rd California	Mission Ridge Washington	1898690	361625
Slumgullion Pass West Colorado	Grand Mesa North Colorado	232424	59897
Hwy 190 California	Mt Evans Colorado	1921649	388618
Mix Canyon Fairfield California	Hwy 18 North California	823347	156912
Mt Shasta California	Left Hand Canyon Colorado	1979647	377614
Death Valley Rd East California	Etna Summit West California	878257	171496
Mt Washington Auto Rd New Hampshire	Left Hand Canyon Colorado	3550066	667493
Hwy 18-Waterman Canyon California	Hwy 38-Valley of Falls California	27433	5486
Independence Pass Colorado	Palomar Mt California	1518346	310019
Mt Shasta California	Daylight Pass Rd California	846892	156978
Guanella Pass Colorado	Onion Valley Rd California	1537470	313115
Nine Mile Rd California	Onion Valley Rd California	113868	19304
Bear Creek Road California	Clingman's Dome Tennessee	4101445	781737
Hwy 39-Crystal Lake Rd California	Lone Pine-Table Mountain California	94977	22505
Hwy 198 California	Whitney Portal California	215663	80322
Bear Creek Road California	Parks Creek East California	940064	182500
Portuguese Pass California	Onion Valley Rd California	263964	57060
Magnolia Dr Colorado	White Mountain California	1496507	313805
Sandia Crest Hwy New Mexico	White Mountain California	1348916	270596
Hwy 82 New Mexico	Glacier Lodge Rd California	1684118	303850
Hwy 157-158 Nevada	Palomar Mt California	519372	101124
Daylight Pass Rd California	Elkhorn Summit Oregon	1141361	216496
Hwy 180 West California	Mt Harrision Idaho	1176127	237545
Hwy 39-Dawson's Saddle California	White Mountain California	449157	83751
Rock Creek California	Mt Auscutney Vermont	4883041	919334
Hwy 143 Utah	Little Cottonwood Canyon Utah	381393	71292
Balch Park Rd California	Beartooth Pass North Montana	1900590	383776
Slumgullion Pass West Colorado	Mix Canyon Fairfield California	1786592	361712
Kolob Terrace Rd Utah	Hwy 156-Lee Canyon Nevada	337229	69152
Mt Spokane Washington	Independence Pass Colorado	1780327	343694
Kolob Terrace Rd Utah	Onion Valley Rd California	690589	144482
Mt Spokane Washington	Mt Rose California	1223789	235190
Hwy 18-Waterman Canyon California	Hwy 198 California	442064	90555
Pikes Peak Colorado	Mt Baldy California	1690492	330252
Hwy 21-245-180-198 California	Mix Canyon Fairfield California	461233	87758
Shirley Meadows California	Tollhouse Rd California	250838	56209
Empire Pass Utah	Mt Harrision Idaho	397957	77187
Townes Pass West California	Hwy 156-Lee Canyon Nevada	231036	48206
Portuguese Pass California	Horseshoe Meadows Rd California	231535	51567
Sherman Pass West California	Beartooth Pass North Montana	1748240	348442
South Lake California	Empire Pass Utah	920513	172735
Wolf Creek Pass Colorado	Burke Mt Vermont	3820018	703028
Mt Baldy California	Parks Creek East California	1130792	224401
Refugio Rd California	Mt Baldy California	267143	50928
Mt Shasta California	Portuguese Pass California	938238	182275
Emigrant Pass East California	Elkhorn Summit Oregon	1150226	212191
Refugio Rd California	Death Valley Rd East California	566832	108332
Palomar Mt California	Daylight Pass Rd California	465658	96289
Beartooth Pass North Montana	Beasore Rd California	1658069	337228
Hwy 143 Utah	Hwy 330 California	774922	153144
Sherman Pass West California	Sandia Crest Hwy New Mexico	1362979	267322
Trail Ridge Rd Colorado	Palomar Mt California	1862467	379138
Hwy 14 West Wyoming	Mix Canyon Fairfield California	1771776	340393
Sonora Pass West California	Beartooth Pass North Montana	1511637	298739
Monitor Pass East California	Horseshoe Meadows Rd California	309842	63315
Little Cottonwood Canyon Utah	Mix Canyon Fairfield California	1178287	230174
Wolf Creek Pass Colorado	Hwy 38-Valley of Falls California	1292011	246948
Bear Creek Road California	Hwy 156-158 Nevada	698513	134136
Gibraltar Road Santa Barbara California	Hurricane Ridge Washington	2108650	412651
Hwy 38-Valley of Falls California	Whitney Portal California	343009	63457
Lake Sabrina California	Magnolia Dr Colorado	1554152	317986
Hwy 143 Utah	Nine Mile Rd California	725652	148690
Pikes Peak Colorado	N4/Table Mt California	1650996	322478
South Lake California	Hwy 18 North California	405894	71547
Hwy 168 California	Empire Pass Utah	1141625	235506
Hwy 143 Utah	Empire Pass Utah	377404	71135
Mt Equinox Vermont	Gibraltar Road Santa Barbara California	5043432	941824
Hwy 31 West Utah	Kolob Terrace Rd Utah	432325	79938
Rock Creek California	Death Valley Rd East California	97277	21466
Wheeler Peak Nevada	Onion Valley Rd California	575411	112752
Mt Washington Auto Rd New Hampshire	Bear Creek Road California	5366199	1013484
Hwy 330 California	Parks Creek East California	1115101	221120
Wheeler Peak Nevada	Refugio Rd California	1022189	184454
Mt Shasta California	Independence Pass Colorado	1820471	364701
Wheeler Peak Nevada	Grand Mesa North Colorado	714343	142711
Mt Hood Oregon	Kolob Terrace Rd Utah	1468106	278623
Lake Sabrina California	Elkhorn Summit Oregon	1037651	194418
Mineral King Rd California	South Lake California	261343	87720
Townes Pass East California	Palomar Mt California	453136	93912
Nate Harrison Grade California	Whitney Portal California	431463	81429
Trail Ridge Rd Colorado	Townes Pass East California	1461386	299093
Guardsman Pass Utah	Hwy 153 Utah	323747	62670
Mt Evans Colorado	Mt Auscutney Vermont	3366593	635309
Cottonwood Pass Colorado	Horseshoe Meadows Rd California	1674364	327077
Powder Mountain Utah	Mt Graham Arizona	1246306	255464
Hwy 18-Waterman Canyon California	Wolf Creek Pass Colorado	1334181	262024
South Lake California	Mt Evans Colorado	1568848	309696
Nate Harrison Grade California	Parks Creek East California	1222921	243094
Hwy 157 Mt Charleston Nevada	Mt Ashland Oregon	1100995	202932
Beartooth Pass North Montana	Clingman's Dome Tennessee	3230659	621181
Hwy 153 Utah	Whitney Portal California	667182	135323
Hwy 330 California	Guanella Pass Colorado	1637100	340928
Mineral King Rd California	Hwy 31 West Utah	1333719	264667
Hwy 157-158 Nevada	Nine Mile Rd California	397141	77032
Hwy 82 New Mexico	Mt Evans Colorado	909302	176224
Glacier Lodge Rd California	Mt Rose California	336330	69833
Independence Pass Colorado	Dantes View California	1323162	272336
Hwy 38-Valley of Falls California	Mt Spokane Washington	1905981	362456
Hwy 156-158 Nevada	East Portal Colorado	1088674	222109
Trail Ridge Rd Colorado	Empire Pass Utah	688054	146709
Mission Ridge Washington	Guanella Pass Colorado	2009671	394730
Horseshoe Meadows Rd California	Etna Summit West California	903266	184403
Sherman Pass West California	Mt Equinox Vermont	4986845	932829
Magnolia Dr Colorado	Hwy 21-245-180-198 California	1686292	385077
Guardsman Pass Utah	Whitney Portal California	937528	181845
Guardsman Pass Utah	Guanella Pass Colorado	666254	143148
Hwy 168 California	Left Hand Canyon Colorado	1818488	384375
Mt Shasta California	Townes Pass East California	866243	165678
Rock Creek California	Portuguese Pass California	355711	72785
Wolf Creek Pass Colorado	Hwy 180 West California	1646240	325475
Mt Graham Arizona	Mt Lemmon Arizona	195068	35998
Lake Sabrina California	Cottonwood Pass Colorado	1578066	312101
Burke Mt Vermont	Death Valley Rd East California	4964898	929300
Magnolia Dr Colorado	Hwy 21-Whittaker Forest California	1686418	385127
Hwy 198 California	Burke Mt Vermont	5346700	998629
Hwy 190 California	Mt Spokane Washington	1914116	364678
Bear Creek Road California	N4/Table Mt California	334294	68387
Cottonwood Pass Colorado	Hwy 156-Lee Canyon Nevada	1279563	268111
Mt Graham Arizona	Monitor Pass East California	1522600	282623
Hwy 330 California	Mt Hood Oregon	1591648	298533
Hwy 31 West Utah	Guanella Pass Colorado	706345	153353
East Portal Colorado	Nine Mile Rd California	1290958	260777
Mt Washington Auto Rd New Hampshire	Balch Park Rd California	5370486	1014716
Mt Hood Oregon	Mt Spokane Washington	574531	116655
