waypoint1	waypoint2	distance_m	duration_s
Hwy 18 North, CA	Horseshoe Meadows Rd, CA	4194990	799133
Dantes View, CA	Gibraltar Road, Santa Barbara, CA	558297	111542
Cajon Junction, California 92371	Left Hand Canyon, CO	1846478	365890
Bear Creek Road, CA	Beasore Rd, CA	322205	76760
Hwy 21-245-180-198, CA	Emigrant Pass East, CA	834351	162370
Hwy 157-158, NV	Mt Hood, OR	1447425	278608
Etna Summit West, CA	Hwy 31 West, UT	1401713	277368
Hwy 190, CA	Trail Ridge Rd, CO	1538075	317931
Hwy 198, CA	Hwy 330, CA	490630	104033
Hurricane Ridge, WA	Mt Evans, CO	2494987	493578
Grand Mesa South, CO	Wolf Creek Pass, CO	338835	80699
Monitor Pass East, CA	Glacier Lodge Rd, CA	258727	58514
Portuguese Pass, CA	Beartooth Pass North, MT	1679825	334008
Kolob Terrace Rd, UT	Mt Ashland, OR	1297589	254644
East Portal, CO	White Mountain, CA	1479447	305212
La Luz, NM	East Portal, CO	943359	187285
Pikes Peak, CO	Hurricane Ridge, WA	2658647	527584
Powder Mountain, UT	Little Cottonwood Canyon, UT	128906	27221
Mt Auscutney, VT	White Mountain, CA	4864211	919582
Breckenridge Rd East, CA	Hwy 31 West, UT	1213361	243865
Tollhouse Rd, CA	White Mountain, CA	350383	96165
Wildrose, CA	Mt Graham, AZ	3087007	608274
Balch Park Rd, CA	Hwy 14 Alt Route, WY	1983352	395589
Etna Summit West, CA	Nate Harrison Grade, CA	1375797	288119
Guardsman Pass, UT	Little Cottonwood Canyon, UT	33041	9316
Beasore Rd, CA	Sonora Pass West, CA	243535	68855
Guanella Pass, CO	Wolf Creek Pass, CO	341416	72055
Dantes View, CA	Beartooth Pass North, MT	1433535	271969
Big Cottonwood Canyon, UT	Hwy 153, UT	346279	69349
Guardsman Pass, UT	Gibraltar Road, Santa Barbara, CA	1325753	255497
Monitor Pass East, CA	Pine Creek Rd, CA	1911096	377867
Hwy 157 (Mt Charleston), NV	Left Hand Canyon, CO	1420542	300115
Hwy 21-245-180-198, CA	Townes Pass West, CA	700908	142836
Mt Lemmon, AZ	Nate Harrison Grade, CA	743788	150880
Death Valley Rd East, CA	Grand Mesa North, CO	1172849	232923
Powder Mountain, UT	Gibraltar Road, Santa Barbara, CA	1407805	271484
Mt Harrision, ID	Hwy 31 West, UT	530270	104547
Wheeler Peak, NV	Townes Pass West, CA	525649	102514
Mix Canyon, Fairfield	Little Cottonwood Canyon, UT	1177842	231019
Hwy 198, CA	Mt Baldy, CA	513112	112064
Bear Creek Road, CA	Sonora Pass West, CA	356871	86030
Death Valley Rd East, CA	Gibraltar Road, Santa Barbara, CA	559918	111570
La Luz, NM	Magnolia Dr, CO	1036767	196275
Mt Evans, CO	Horseshoe Meadows Rd, CA	1639037	340409
Burke Mt, VT	Sherman Pass West, CA	5157964	962506
Hwy 168, CA	Tollhouse Rd, CA	292115	95464
Tollhouse Rd, CA	Mt Hood, OR	1311459	264100
Hwy 18 North, CA	Wolf Creek Pass, CO	2820898	535097
South Lake, CA	Death Valley Rd East, CA	302887	61322
Portuguese Pass, CA	Horseshoe Meadows Rd, CA	220365	49549
Valley of the Falls Dr, Forest Falls, CA 92339	Whitney Portal, CA	378612	75352
Guardsman Pass, UT	Death Valley Rd East, CA	832039	157995
Cajon Junction, California 92371	Sonora Pass West, CA	570835	106850
Mt Harrision, ID	Emigrant Pass East, CA	875027	155524
Guardsman Pass, UT	Mineral King Rd, CA	1436028	284807
Bear Creek Road, CA	Mt Spokane, WA	1666098	326525
Mt Graham, AZ	Gibraltar Road, Santa Barbara, CA	1212610	229903
Mt Ashland, OR	Dantes View, CA	1044497	203464
Hwy 198, CA	Little Cottonwood Canyon, UT	1061095	232640
La Luz, NM	Mission Ridge, WA	2595275	498192
Hwy 330, CA	Whitney Portal, CA	354980	68785
Burke Mt, VT	Elkhorn Summit, OR	4765352	901000
Hwy 39-Crystal Lake Rd, CA	Bear Creek Road, CA	752110	163683
Parks Creek East, CA	Hwy 157-158, NV	1015470	186269
Onion Valley Rd, CA	Hwy 153, UT	700807	140065
Guardsman Pass, UT	La Luz, NM	1206331	233706
Mt Harrision, ID	Parks Creek East, CA	1048051	200188
Hwy 18 North, CA	Beasore Rd, CA	4530318	870111
Hwy 157 (Mt Charleston), NV	Elkhorn Summit, OR	1292108	246347
Balch Park Rd, CA	Dantes View, CA	470599	110537
Aspen, Colorado	Mt Auscutney, VT	3685958	719951
N4/Table Mt, CA	Lake Sabrina, CA	1892078	361796
Hwy 198, CA	Whitney Portal, CA	141653	62125
Little Cottonwood Canyon, UT	Hwy 31 West, UT	215543	47446
Mt Equinox, VT	N4/Table Mt, CA	4238320	789594
Slumgullion Pass West, CO	Nate Harrison Grade, CA	1419791	293038
Guanella Pass, CO	Aspen, Colorado	291099	70668
La Luz, NM	Clingman's Dome, TN	2511302	485616
Mt Harrision, ID	Mt Auscutney, VT	4165926	784761
Kolob Terrace Rd, UT	Whitaker Forest Road, Badger, California	1004687	205072
Balch Park Rd, CA	Whitaker Forest Road, Badger, California	100405	28196
Hwy 198, CA	Shirley Meadows, CA	182382	45831
Aspen, Colorado	Left Hand Canyon, CO	366769	87883
Sherman Pass West, CA	Pine Creek Rd, CA	2192504	425273
Burke Mt, VT	Hwy 31 West, UT	4095448	771636
Grand Mesa South, CO	Gibraltar Road, Santa Barbara, CA	1567623	313602
Wildrose, CA	Portuguese Pass, CA	2986998	590144
Dawson's Saddle, CA	Cajon Junction, California 92371	40955	7748
Sherman Pass West, CA	South Lake, CA	82792	18495
Hwy 180 West, CA	Shirley Meadows, CA	185510	36983
Wildrose, CA	Guanella Pass, CO	2340264	446760
Pikes Peak, CO	Mt Ashland, OR	2126095	426021
Mt Shasta, CA	Tollhouse Rd, CA	786356	153432
Hwy 157 (Mt Charleston), NV	Mt Baldy, CA	543848	109747
Hwy 14 Alt Route, WY	Whitney Portal, CA	1554708	309838
Hwy 21-245-180-198, CA	Mt Baldy, CA	726736	143815
Hwy 18 North, CA	Hwy 153, UT	3635680	700344
South Lake, CA	Onion Valley Rd, CA	205377	37662
South Lake, CA	Townes Pass East, CA	205446	43399
Wildrose, CA	Mt Shasta, CA	2063408	408188
Hwy 18 North, CA	Hwy 157-158, NV	3866574	739402
Slumgullion Pass West, CO	Grand Mesa South, CO	213842	53661
Hwy 143, UT	Mt Shasta, CA	1168434	219379
Trail Ridge Rd, CO	Hwy 18-Waterman Canyon, CA	1754267	358434
Whitney Portal, CA	Empire Pass, UT	956422	189994
Mineral King Rd, CA	South Lake, CA	209263	55873
Whiteface Mt, NY	Mt Hood, OR	4585724	869476
Sherman Pass West, CA	Hwy 157 (Mt Charleston), NV	515724	109474
Hwy 14 Alt Route, WY	Empire Pass, UT	691170	132067
Pikes Peak, CO	Beasore Rd, CA	1861975	388295
Mineral King Rd, CA	Mt Auscutney, VT	5265612	998175
Hwy 21-245-180-198, CA	Whitaker Forest Road, Badger, California	334159	65250
Hwy 330, CA	Elkhorn Summit, OR	1462700	282590
Valley of the Falls Dr, Forest Falls, CA 92339	Shirley Meadows, CA	341447	74627
Cottonwood Pass, CO	Hwy 31 West, UT	622366	134769
Hwy 21-245-180-198, CA	Hwy 18 North, CA	4631873	887538
Refugio Rd, CA	Gibraltar Road, Santa Barbara, CA	51198	12332
La Luz, NM	Emigrant Pass East, CA	1177678	223695
Palomar Mt, CA	Little Cottonwood Canyon, UT	1197375	237674
Powder Mountain, UT	Bear Creek Road, CA	1358510	276768
Trail Ridge Rd, CO	Hwy 157-158, NV	1374805	281258
Beartooth Pass North, MT	Mt Evans, CO	969070	194680
Pikes Peak, CO	Magnolia Dr, CO	227752	54415
Nate Harrison Grade, CA	Mt Rose, CA	844238	175335
Pikes Peak, CO	Grand Mesa North, CO	410771	97210
Onion Valley Rd, CA	Beartooth Pass North, MT	1537050	291651
Beartooth Pass North, MT	Hwy 156-158, NV	3555892	695727
Mt Equinox, VT	Beartooth Pass North, MT	3818709	724570
Powder Mountain, UT	Sherman Pass West, CA	1193664	232409
Mix Canyon, Fairfield	Mt Baldy, CA	895282	177999
Hwy 153, UT	Hwy 156-158, NV	3596519	694515
Mt Evans, CO	Empire Pass, UT	749932	161403
Rock Creek, CA	Mt Evans, CO	1828374	366729
Slumgullion Pass West, CO	Monitor Pass East, CA	1519551	308155
La Luz, NM	Townes Pass West, CA	1326498	255470
Mission Ridge, WA	Elkhorn Summit, OR	499158	105079
Mix Canyon, Fairfield	Sandia Crest Hwy, NM	1905715	368399
Sherman Pass West, CA	Shirley Meadows, CA	77603	21795
Shirley Meadows, CA	Mt Shasta, CA	973355	191727
Trail Ridge Rd, CO	Sonora Pass West, CA	1629068	325225
Glacier Lodge Rd, CA	Lake Sabrina, CA	65295	14715
Powder Mountain, UT	Burke Mt, VT	4092764	761313
Mt Ashland, OR	N4/Table Mt, CA	1453300	288972
Burke Mt, VT	Big Cottonwood Canyon, UT	4162179	778678
Mt Equinox, VT	Mt Baldy, CA	4899321	921773
Burke Mt, VT	Pine Creek Rd, CA	3848955	702840
Hwy 157 (Mt Charleston), NV	Beasore Rd, CA	685864	145736
Whitaker Forest Road, Badger, California	Mt Rose, CA	617733	139896
Hwy 157 (Mt Charleston), NV	Whitney Portal, CA	399031	85763
Hwy 180 West, CA	Death Valley Rd East, CA	265544	89692
Dawson's Saddle, CA	Mt Spokane, WA	1896208	358755
Parks Creek East, CA	Townes Pass East, CA	914594	173912
Mineral King Rd, CA	Dantes View, CA	518342	123095
Wildrose, CA	Elkhorn Summit, OR	1420852	288558
Grand Mesa South, CO	Little Cottonwood Canyon, UT	551830	124139
Hwy 198, CA	Sandia Crest Hwy, NM	1557558	313200
Kolob Terrace Rd, UT	Gibraltar Road, Santa Barbara, CA	908487	184198
Hwy 143, UT	Mt Baldy, CA	874067	180938
Burke Mt, VT	Hwy 180 West, CA	5364627	1001270
Glacier Lodge Rd, CA	Hwy 18-Waterman Canyon, CA	388795	74629
Etna Summit West, CA	Horseshoe Meadows Rd, CA	896662	181550
Valley of the Falls Dr, Forest Falls, CA 92339	Hwy 14 Alt Route, WY	1743874	348027
N4/Table Mt, CA	Mt Evans, CO	1774520	332843
Guardsman Pass, UT	Mt Harrision, ID	347368	72794
Dantes View, CA	Emigrant Pass East, CA	91484	16759
Trail Ridge Rd, CO	Hwy 31 West, UT	686550	138061
Hwy 157 (Mt Charleston), NV	Mt Shasta, CA	1006895	189234
Mt Lemmon, AZ	Wolf Creek Pass, CO	930270	198827
Balch Park Rd, CA	Nate Harrison Grade, CA	544139	118979
Slumgullion Pass West, CO	White Mountain, CA	1420580	292471
Mineral King Rd, CA	Mix Canyon, Fairfield	490455	98233
Mt Graham, AZ	Nate Harrison Grade, CA	886316	178736
Cottonwood Pass, CO	East Portal, CO	249452	65580
Rock Creek, CA	Mt Harrision, ID	953208	189926
Mt Washington Auto Rd, NH	Mt Spokane, WA	4315497	808645
Hwy 168, CA	Monitor Pass East, CA	273199	58863
Cottonwood Pass, CO	Townes Pass East, CA	1473111	309487
Townes Pass West, CA	Gibraltar Road, Santa Barbara, CA	450534	92015
Mt Lemmon, AZ	Portuguese Pass, CA	1082313	210630
Hwy 198, CA	Mt Ashland, OR	975503	197048
Hwy 18 North, CA	Nate Harrison Grade, CA	4038785	759456
Hwy 198, CA	Daylight Pass Rd, CA	288752	88723
Elkhorn Summit, OR	Gibraltar Road, Santa Barbara, CA	1559780	300468
Mt Equinox, VT	Trail Ridge Rd, CO	3273154	631120
East Portal, CO	Horseshoe Meadows Rd, CA	1563852	321331
Burke Mt, VT	Hwy 330, CA	5058355	940637
Whitaker Forest Road, Badger, California	Elkhorn Summit, OR	1236651	270119
Hwy 190, CA	Death Valley Rd East, CA	167231	34171
Hwy 14 West, WY	Mt Shasta, CA	1792641	336389
Hwy 168, CA	Mt Graham, AZ	1217566	234813
Hwy 198, CA	Refugio Rd, CA	442848	93999
Whiteface Mt, NY	Magnolia Dr, CO	3277465	619002
Monitor Pass East, CA	Hwy 180 West, CA	391428	95418
Hwy 143, UT	Townes Pass East, CA	568960	112922
Palomar Mt, CA	Mt Spokane, WA	2042882	394608
Sherman Pass West, CA	Hwy 14 West, WY	1647503	337929
Mt Lemmon, AZ	Breckenridge Rd East, CA	1077054	206029
Hwy 330, CA	Mt Shasta, CA	1101480	218793
Mt Washington Auto Rd, NH	Nate Harrison Grade, CA	5170977	971149
Mt Lemmon, AZ	Horseshoe Meadows Rd, CA	1099744	206027
Empire Pass, UT	Hwy 18-Waterman Canyon, CA	1142920	230491
Mt Shasta, CA	Pine Creek Rd, CA	1635247	317658
Slumgullion Pass West, CO	East Portal, CO	397116	99667
Mt Equinox, VT	Whiteface Mt, NY	222055	52954
Etna Summit West, CA	Elkhorn Summit, OR	852662	174633
Cottonwood Pass, CO	White Mountain, CA	1443649	299395
Hwy 14 West, WY	Magnolia Dr, CO	209284	43871
Refugio Rd, CA	Hwy 18-Waterman Canyon, CA	330007	64756
Sonora Pass West, CA	Daylight Pass Rd, CA	405979	80351
Tollhouse Rd, CA	Empire Pass, UT	1124316	240603
Hwy 18 North, CA	White Mountain, CA	4223348	806981
Wolf Creek Pass, CO	Elkhorn Summit, OR	1734034	339606
Gibraltar Road, Santa Barbara, CA	Lake Sabrina, CA	536809	100588
Magnolia Dr, CO	East Portal, CO	26705	5598
Mt Harrision, ID	Shirley Meadows, CA	1164992	225370
Cottonwood Pass, CO	Mosquito Ridge Rd East, CA	1709375	349204
Etna Summit West, CA	Gibraltar Road, Santa Barbara, CA	1113618	238740
Glacier Lodge Rd, CA	Horseshoe Meadows Rd, CA	87158	18420
Rock Creek, CA	Tollhouse Rd, CA	518609	103820
Left Hand Canyon, CO	Glacier Lodge Rd, CA	1522972	320974
Hwy 180 West, CA	Mt Hood, OR	1322058	265309
Slumgullion Pass West, CO	Refugio Rd, CA	1503600	295243
Balch Park Rd, CA	Townes Pass West, CA	364490	86420
Parks Creek East, CA	Mt Baldy, CA	1139953	225641
Hurricane Ridge, WA	Pine Creek Rd, CA	1219571	257412
Mt Equinox, VT	Hurricane Ridge, WA	5410453	1032996
Mineral King Rd, CA	Portuguese Pass, CA	163366	45207
Mt Washington Auto Rd, NH	Empire Pass, UT	4227311	797487
Big Cottonwood Canyon, UT	Hwy 156-158, NV	3685635	720495
Balch Park Rd, CA	Bear Creek Road, CA	430889	91327
Monitor Pass East, CA	Balch Park Rd, CA	518901	115480
Pikes Peak, CO	Mt Spokane, WA	1991512	391521
Pine Creek Rd, CA	Mosquito Ridge Rd East, CA	1902659	380523
Hwy 157 (Mt Charleston), NV	Parks Creek East, CA	1039301	190101
Hwy 190, CA	Hwy 14 Alt Route, WY	1521646	304152
Big Cottonwood Canyon, UT	Hwy 18-Waterman Canyon, CA	1107054	217350
Breckenridge Rd East, CA	Left Hand Canyon, CO	1989314	397746
Rock Creek, CA	Pine Creek Rd, CA	1857893	363226
Parks Creek East, CA	East Portal, CO	1890731	372555
Burke Mt, VT	Hwy 168, CA	4978192	943204
Hwy 168, CA	Mt Harrision, ID	816385	159605
Valley of the Falls Dr, Forest Falls, CA 92339	Whiteface Mt, NY	4852875	910703
Mineral King Rd, CA	Hwy 157 (Mt Charleston), NV	769901	158133
Grand Mesa South, CO	Townes Pass East, CA	1151826	237181
Sherman Pass West, CA	Wheeler Peak, NV	718410	157077
Sonora Pass West, CA	Elkhorn Summit, OR	972622	188746
Dawson's Saddle, CA	Empire Pass, UT	1156553	226229
Horseshoe Meadows Rd, CA	Lake Sabrina, CA	135820	31654
Little Cottonwood Canyon, UT	Dantes View, CA	818969	153623
Hwy 198, CA	Hwy 190, CA	177279	60636
Daylight Pass Rd, CA	Mt Rose, CA	531820	96386
Hwy 190, CA	Etna Summit West, CA	922097	186438
Nine Mile Rd, CA	Grand Mesa North, CO	3558323	683378
Parks Creek East, CA	Hwy 14 West, WY	1938625	362965
Hwy 168, CA	Left Hand Canyon, CO	1510593	309455
Valley of the Falls Dr, Forest Falls, CA 92339	Beasore Rd, CA	636030	132954
Slumgullion Pass West, CO	Big Cottonwood Canyon, UT	707023	159247
Wolf Creek Pass, CO	White Mountain, CA	1444319	287174
Parks Creek East, CA	Cottonwood Pass, CO	1907332	375799
Hwy 31 West, UT	Mt Evans, CO	754174	157026
Big Cottonwood Canyon, UT	Palomar Mt, CA	1222531	240840
Guardsman Pass, UT	Whitaker Forest Road, Badger, California	1106898	244885
Mt Ashland, OR	Cottonwood Pass, CO	1996896	400868
Mt Equinox, VT	Sherman Pass West, CA	4964963	935599
Hwy 190, CA	Hwy 180 West, CA	423590	81905
Etna Summit West, CA	Mission Ridge, WA	878894	184653
Kolob Terrace Rd, UT	Guanella Pass, CO	1059880	236880
Hwy 198, CA	Hwy 180 West, CA	50851	11263
Monitor Pass East, CA	Elkhorn Summit, OR	924640	179770
Mt Shasta, CA	Mosquito Ridge Rd East, CA	441940	98154
Daylight Pass Rd, CA	Dantes View, CA	73968	19494
Dawson's Saddle, CA	La Luz, NM	1392350	254332
Cajon Junction, California 92371	Mt Auscutney, VT	4938278	930530
Hwy 14 Alt Route, WY	East Portal, CO	237750	50337
Shirley Meadows, CA	Hwy 14 Alt Route, WY	1778597	361033
Parks Creek East, CA	Left Hand Canyon, CO	2116833	399419
Mt Graham, AZ	Grand Mesa North, CO	985443	209431
Powder Mountain, UT	Wheeler Peak, NV	476165	98659
Wheeler Peak, NV	Mosquito Ridge Rd East, CA	775755	161631
Kolob Terrace Rd, UT	Sonora Pass West, CA	778997	155849
Bear Creek Road, CA	Aspen, Colorado	1931491	396875
Hwy 168, CA	Sherman Pass West, CA	238901	53385
Mt Ashland, OR	Hwy 157-158, NV	1115962	210982
Mt Lemmon, AZ	Cottonwood Pass, CO	1320985	256232
Kolob Terrace Rd, UT	Hwy 18 North, CA	3624536	692400
Cajon Junction, California 92371	Gibraltar Road, Santa Barbara, CA	252396	52107
Glacier Lodge Rd, CA	Beartooth Pass North, MT	1496711	284933
Mt Lemmon, AZ	Aspen, Colorado	1166927	249924
Portuguese Pass, CA	N4/Table Mt, CA	2172500	419087
Bear Creek Road, CA	East Portal, CO	2000275	416050
Hwy 39-Crystal Lake Rd, CA	Whiteface Mt, NY	4955596	932959
Mt Lemmon, AZ	South Lake, CA	1040078	198800
Trail Ridge Rd, CO	Hwy 153, UT	934415	194924
La Luz, NM	Whiteface Mt, NY	3760229	695627
Daylight Pass Rd, CA	Beartooth Pass North, MT	1378072	266942
Little Cottonwood Canyon, UT	Tollhouse Rd, CA	1096752	232346
Palomar Mt, CA	Cottonwood Pass, CO	1547726	316452
Pikes Peak, CO	Balch Park Rd, CA	1946944	392010
Guardsman Pass, UT	Lake Sabrina, CA	938441	184338
Portuguese Pass, CA	Hwy 153, UT	891570	187792
Wheeler Peak, NV	Hwy 18 North, CA	3747091	726414
Valley of the Falls Dr, Forest Falls, CA 92339	Sherman Pass West, CA	358459	77229
Onion Valley Rd, CA	Emigrant Pass East, CA	316738	65081
Townes Pass West, CA	Hwy 156-158, NV	3904360	748088
La Luz, NM	Hwy 143, UT	1043428	195560
Gibraltar Road, Santa Barbara, CA	Hwy 18-Waterman Canyon, CA	293410	60664
Shirley Meadows, CA	Little Cottonwood Canyon, UT	1152786	231308
Bear Creek Road, CA	Hwy 18-Waterman Canyon, CA	800173	173793
Pikes Peak, CO	Whiteface Mt, NY	3308376	624664
Powder Mountain, UT	Hwy 180 West, CA	1243432	252457
Refugio Rd, CA	Mt Evans, CO	1955565	391711
Mt Lemmon, AZ	Hwy 157 (Mt Charleston), NV	857422	164529
Mt Shasta, CA	Hwy 31 West, UT	1281795	251281
Hwy 14 West, WY	Death Valley Rd East, CA	1422958	278327
Mt Graham, AZ	Mt Hood, OR	2296093	442672
Valley of the Falls Dr, Forest Falls, CA 92339	Magnolia Dr, CO	1699086	356298
Refugio Rd, CA	Hwy 156-158, NV	4162752	790629
Hwy 330, CA	Dantes View, CA	380266	81886
Mix Canyon, Fairfield	Hwy 39-Crystal Lake Rd, CA	898728	178710
Dawson's Saddle, CA	Magnolia Dr, CO	1770039	363666
Pine Creek Rd, CA	Daylight Pass Rd, CA	1912200	368761
Wildrose, CA	Death Valley Rd East, CA	2434393	464120
Hwy 168, CA	Townes Pass East, CA	192450	43556
Valley of the Falls Dr, Forest Falls, CA 92339	Glacier Lodge Rd, CA	438632	85260
Bear Creek Road, CA	Whitaker Forest Road, Badger, California	362126	74475
Hwy 21-245-180-198, CA	Grand Mesa North, CO	1687675	340145
Hwy 14 Alt Route, WY	Hwy 18-Waterman Canyon, CA	1725127	343829
Mt Harrision, ID	Hwy 180 West, CA	1122207	230732
Hwy 157 (Mt Charleston), NV	East Portal, CO	1366513	275173
Hwy 156-Lee Canyon, NV	Mt Harrision, ID	813231	153364
Hwy 190, CA	Mission Ridge, WA	1576954	301885
Hwy 157-158, NV	Mt Auscutney, VT	4731030	889045
Hwy 156-Lee Canyon, NV	Dantes View, CA	182006	35436
N4/Table Mt, CA	Glacier Lodge Rd, CA	1894571	362328
Wheeler Peak, NV	Gibraltar Road, Santa Barbara, CA	1008434	185900
Little Cottonwood Canyon, UT	Hwy 153, UT	344705	69015
Guardsman Pass, UT	Mt Equinox, VT	3907218	732841
Hwy 18 North, CA	Left Hand Canyon, CO	2695343	516241
Whiteface Mt, NY	White Mountain, CA	4780273	899654
Mineral King Rd, CA	Wolf Creek Pass, CO	1656976	334908
Pikes Peak, CO	South Lake, CA	1768476	350983
Nine Mile Rd, CA	Mt Hood, OR	4438393	841714
La Luz, NM	Beartooth Pass North, MT	1701617	333665
Mt Lemmon, AZ	Grand Mesa South, CO	1045771	226058
Mt Washington Auto Rd, NH	Pine Creek Rd, CA	3941267	724524
Wheeler Peak, NV	Magnolia Dr, CO	1005132	217498
Nate Harrison Grade, CA	Grand Mesa North, CO	1502215	312383
Pikes Peak, CO	Mt Rose, CA	1722484	345792
Big Cottonwood Canyon, UT	Mt Washington Auto Rd, NH	4249870	802730
Mt Lemmon, AZ	Hwy 330, CA	808201	152963
Mt Equinox, VT	Hwy 330, CA	4856836	912741
Balch Park Rd, CA	Cottonwood Pass, CO	1705899	343622
Shirley Meadows, CA	Lake Sabrina, CA	336025	73957
Clingman's Dome, TN	Mt Spokane, WA	4071805	792956
Balch Park Rd, CA	Mt Spokane, WA	1951014	377957
Hwy 143, UT	Tollhouse Rd, CA	1149875	230363
Hwy 21-245-180-198, CA	Etna Summit West, CA	623957	137935
Rock Creek, CA	Guanella Pass, CO	1791109	369407
Balch Park Rd, CA	Wolf Creek Pass, CO	1598717	313934
Cajon Junction, California 92371	Little Cottonwood Canyon, UT	1083990	208591
Hwy 168, CA	Breckenridge Rd East, CA	340281	72986
Clingman's Dome, TN	Gibraltar Road, Santa Barbara, CA	4080771	791091
Etna Summit West, CA	White Mountain, CA	872470	172777
White Mountain, CA	Empire Pass, UT	875312	173842
Mt Harrision, ID	Mt Hood, OR	956271	197219
Rock Creek, CA	White Mountain, CA	562067	123059
Mineral King Rd, CA	Mt Ashland, OR	1036993	211834
Slumgullion Pass West, CO	Sandia Crest Hwy, NM	484672	99227
Pine Creek Rd, CA	Hwy 156-158, NV	3933638	750570
Mt Lemmon, AZ	Tollhouse Rd, CA	1315212	250381
Parks Creek East, CA	Mt Graham, AZ	1864138	350333
Left Hand Canyon, CO	Whitney Portal, CA	1589675	332963
Left Hand Canyon, CO	Grand Mesa North, CO	473410	116613
Hwy 14 Alt Route, WY	Dantes View, CA	1438616	280436
Townes Pass West, CA	Beartooth Pass North, MT	1438356	272021
Mt Harrision, ID	Beartooth Pass North, MT	613197	123189
Guardsman Pass, UT	Daylight Pass Rd, CA	804812	150466
Rock Creek, CA	Cajon Junction, California 92371	935286	184886
Hwy 153, UT	Mission Ridge, WA	1561628	306914
Hwy 31 West, UT	Mt Spokane, WA	1486384	290182
Hwy 156-Lee Canyon, NV	Mt Auscutney, VT	4767317	894675
Dawson's Saddle, CA	Hurricane Ridge, WA	2124196	404962
Sonora Pass West, CA	Gibraltar Road, Santa Barbara, CA	722265	152324
Slumgullion Pass West, CO	Lake Sabrina, CA	1444711	294825
Hwy 180 West, CA	Dantes View, CA	396244	120271
Trail Ridge Rd, CO	Horseshoe Meadows Rd, CA	1571064	317905
Mt Washington Auto Rd, NH	Tollhouse Rd, CA	5487671	1039260
Hwy 157 (Mt Charleston), NV	Breckenridge Rd East, CA	592690	114304
Refugio Rd, CA	Townes Pass East, CA	469164	90441
Cajon Junction, California 92371	Hwy 157-158, NV	426024	78616
Glacier Lodge Rd, CA	Empire Pass, UT	889720	178005
Slumgullion Pass West, CO	Whitney Portal, CA	1420309	301526
Mt Shasta, CA	Hwy 153, UT	1172536	222961
Parks Creek East, CA	Bear Creek Road, CA	671882	136698
Mt Harrision, ID	Hwy 18-Waterman Canyon, CA	1216424	224272
Dawson's Saddle, CA	Mt Shasta, CA	1190201	232571
Hwy 143, UT	Empire Pass, UT	402841	79057
Grand Mesa South, CO	Hwy 156-158, NV	3061436	606459
East Portal, CO	Empire Pass, UT	666833	148289
Townes Pass West, CA	Grand Mesa North, CO	1154667	231946
Parks Creek East, CA	Breckenridge Rd East, CA	1015925	196730
Elkhorn Summit, OR	Grand Mesa North, CO	1503086	295800
Dantes View, CA	Mt Evans, CO	1524218	304270
La Luz, NM	Daylight Pass Rd, CA	1290847	247624
Sherman Pass West, CA	Horseshoe Meadows Rd, CA	146338	37056
Cajon Junction, California 92371	Palomar Mt, CA	176036	38993
Dantes View, CA	Hwy 156-158, NV	3840033	735511
South Lake, CA	Sandia Crest Hwy, NM	1323766	263185
Parks Creek East, CA	Mt Shasta, CA	24648	4841
Burke Mt, VT	Parks Creek East, CA	5280832	994509
Hwy 157 (Mt Charleston), NV	Mt Ashland, OR	1139793	214814
Palomar Mt, CA	Glacier Lodge Rd, CA	531588	107749
Hwy 157-158, NV	Emigrant Pass East, CA	130999	25780
Horseshoe Meadows Rd, CA	Hwy 18-Waterman Canyon, CA	312162	60958
Mission Ridge, WA	Death Valley Rd East, CA	1468879	283034
Glacier Lodge Rd, CA	Hwy 31 West, UT	880183	174776
Hwy 157 (Mt Charleston), NV	Hwy 21-245-180-198, CA	1000619	197138
Mt Baldy, CA	Left Hand Canyon, CO	1891595	378989
Breckenridge Rd East, CA	East Portal, CO	1857551	374877
Mineral King Rd, CA	Daylight Pass Rd, CA	461700	109198
Hwy 157 (Mt Charleston), NV	Mosquito Ridge Rd East, CA	810524	159072
Etna Summit West, CA	Townes Pass West, CA	1003816	195903
Portuguese Pass, CA	Parks Creek East, CA	985561	194419
La Luz, NM	Mt Rose, CA	1763474	330244
Hwy 153, UT	Beartooth Pass North, MT	1093126	213881
Mt Graham, AZ	Mission Ridge, WA	2535353	482686
Death Valley Rd East, CA	Hwy 156-158, NV	3979044	761744
Clingman's Dome, TN	Hwy 156-158, NV	326561	83039
Cajon Junction, California 92371	East Portal, CO	1714716	343021
Hwy 39-Crystal Lake Rd, CA	Hwy 31 West, UT	1226891	247768
Wheeler Peak, NV	N4/Table Mt, CA	1505304	290445
Slumgullion Pass West, CO	Mt Lemmon, AZ	945881	210433
Burke Mt, VT	Sandia Crest Hwy, NM	3853985	705322
Hwy 156-Lee Canyon, NV	Townes Pass West, CA	239784	47982
Hurricane Ridge, WA	Little Cottonwood Canyon, UT	1676373	330852
Cajon Junction, California 92371	Hwy 14 Alt Route, WY	1703637	335404
Cajon Junction, California 92371	Nine Mile Rd, CA	4697604	874422
Hwy 21-245-180-198, CA	Whitney Portal, CA	472892	127406
Wolf Creek Pass, CO	Mt Hood, OR	2080188	414707
Mineral King Rd, CA	Hwy 143, UT	1100120	229325
Big Cottonwood Canyon, UT	Tollhouse Rd, CA	1093151	231639
